作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
002271,親友交歓,しんゆうこうかん,しんゆうこうかん,,,,,NDC 913,新字新仮名,なし,1/1/1999,9/17/2014,https://www.aozora.gr.jp/cards/000035/card2271.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,ヴィヨンの妻,新潮文庫、新潮社,1950（昭和25）年12月20日、1985（昭和60）年10月30日63刷改版,,,,,,,,,,,,,,細渕真弓,細渕紀子,https://www.aozora.gr.jp/cards/000035/files/2271_ruby_1034.zip,3/2/2009,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000035/files/2271_34630.html,3/2/2009,ShiftJIS,JIS X 0208,0
001586,新郎,しんろう,しんろう,,,,「新潮」1942（昭和17）年1月号,NDC 914,新字新仮名,なし,12/8/2005,9/18/2014,https://www.aozora.gr.jp/cards/000035/card1586.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,ろまん燈籠,新潮文庫、新潮社,1983（昭和58）年2月25日,1986（昭和61）年10月30日5刷,1989（平成元）年11月30日11刷,,,,,,,,,,,,土屋隆,鈴木厚司,https://www.aozora.gr.jp/cards/000035/files/1586_ruby_20540.zip,12/2/2005,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/1586_20654.html,12/2/2005,ShiftJIS,JIS X 0208,0
002272,水仙,すいせん,すいせん,,,,,NDC 913,新字新仮名,なし,4/1/2000,9/17/2014,https://www.aozora.gr.jp/cards/000035/card2272.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集5,ちくま文庫、筑摩書房,1989（平成元）年1月31日,,,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月刊行,,,,,,,,,柴田卓治,高橋真也,https://www.aozora.gr.jp/cards/000035/files/2272_ruby_20057.zip,10/29/2005,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/2272_20058.html,10/29/2005,ShiftJIS,JIS X 0208,0
002273,雀,すずめ,すすめ,,,,,NDC 913,新字新仮名,なし,2/1/2000,9/17/2014,https://www.aozora.gr.jp/cards/000035/card2273.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集8,ちくま文庫、筑摩書房,1989（平成元）年4月25日,,,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月刊行,,,,,,,,,柴田卓治,もりみつじゅんじ,https://www.aozora.gr.jp/cards/000035/files/2273_ruby_20144.zip,11/2/2005,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/2273_20145.html,11/2/2005,ShiftJIS,JIS X 0208,0
002274,雀こ,すずめこ,すすめこ,,,,「作品」1935（昭和10）年7月号,NDC 913,新字新仮名,なし,9/12/1999,9/17/2014,https://www.aozora.gr.jp/cards/000035/card2274.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集1,ちくま文庫、筑摩書房,1988（昭和63）年8月30日,,1998（平成10）年6月15日第5刷,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月刊行,,,,,,,,,柴田卓治,丹羽倫子,https://www.aozora.gr.jp/cards/000035/files/2274_ruby_19978.zip,10/21/2005,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/2274_19979.html,10/21/2005,ShiftJIS,JIS X 0208,0
001577,正義と微笑,せいぎとびしょう,せいきとひしよう,,,,,NDC 913,新字新仮名,なし,2/4/2003,9/17/2014,https://www.aozora.gr.jp/cards/000035/card1577.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,パンドラの匣,新潮文庫、新潮社,1973（昭和48）年10月20日,1997（平成9）年12月20日46刷,,,,,,,,,,,,,SAME SIDE,細渕紀子,https://www.aozora.gr.jp/cards/000035/files/1577_ruby_8221.zip,1/31/2013,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/1577_8581.html,1/31/2013,ShiftJIS,JIS X 0208,1
042368,政治家と家庭,せいじかとかてい,せいしかとかてい,,,,,NDC 914,新字新仮名,なし,4/10/2009,9/21/2014,https://www.aozora.gr.jp/cards/000035/card42368.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,もの思う葦,新潮文庫、新潮社,1980（昭和55）年9月25日,1998（平成10）年10月15日39刷,1997（平成9）年7月30日36刷 ,,,,,,,,,,,,蒋龍,土屋隆,https://www.aozora.gr.jp/cards/000035/files/42368_ruby_34279.zip,4/7/2009,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/42368_34754.html,4/7/2009,ShiftJIS,JIS X 0208,0
002275,清貧譚,せいひんたん,せいひんたん,,,,,NDC 913,新字旧仮名,なし,1/1/1999,9/17/2014,https://www.aozora.gr.jp/cards/000035/card2275.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集第四巻,筑摩書房,1989（平成元）年12月15日,1989（平成元）年12月15日初版第1刷,,,,,,,,,,,,,八巻美恵,,https://www.aozora.gr.jp/cards/000035/files/2275_ruby_1037.zip,3/4/2004,ShiftJIS,JIS X 0208,4,https://www.aozora.gr.jp/cards/000035/files/2275_15068.html,3/4/2004,ShiftJIS,JIS X 0208,0
002276,『清貧譚』英訳版　A Tale of Honorable Poverty,『せいひんたん』えいやくばん　ア　テイル　オブ　オノラブル　ポバティ,せいひんたんえいやくはんあているおふおのらふるほはてい,,,,,NDC 913,その他,あり,1/3/2000,9/17/2014,https://www.aozora.gr.jp/cards/000035/card2276.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集　第四巻,筑摩書房,1989年,,,,,,,,,,,,,,,,http://cosmoshouse.com/works/,12/2/2004,ShiftJIS,JIS X 0208,1,http://cosmoshouse.com/works/,12/2/2004,ShiftJIS,JIS X 0208,1
052684,世界的,せかいてき,せかいてき,,,,「早稻田大學新聞　第二百二十六号」1941（昭和16）年10月15日,NDC 914,旧字旧仮名,なし,12/12/2011,9/16/2014,https://www.aozora.gr.jp/cards/000035/card52684.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集11,筑摩書房,1999（平成11）年3月25日,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷,,,,,,,,,,,,小林繁雄,阿部哲也,https://www.aozora.gr.jp/cards/000035/files/52684_txt_45404.zip,10/11/2011,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/52684_45484.html,10/11/2011,ShiftJIS,JIS X 0208,0
045676,世界的,せかいてき,せかいてき,,,,「早稲田大学新聞　第二百二十六号」1941（昭和16）年10月15日,NDC 914,新字新仮名,なし,2/18/2006,7/12/2016,https://www.aozora.gr.jp/cards/000035/card45676.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集10,ちくま文庫、筑摩書房,1989（平成元）年6月27日,1998（平成10）年6月15日第4刷,1989（平成元）年6月27日第1刷,筑摩全集類聚版太宰治全集第十巻,筑摩書房,1977（昭和52）年2月25日,,,,,,,,,増山一光,土屋隆,https://www.aozora.gr.jp/cards/000035/files/45676_ruby_20801.zip,7/12/2016,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/45676_21429.html,7/12/2016,ShiftJIS,JIS X 0208,1
002277,惜別,せきべつ,せきへつ,,,,,NDC 913,新字新仮名,なし,6/20/2000,9/17/2014,https://www.aozora.gr.jp/cards/000035/card2277.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集7,ちくま文庫、筑摩書房,1989（平成元）年3月28日,1989（平成元）年3月28日第1刷,1998（平成10）年6月15日第3刷,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月,,,,,,,,,柴田卓治,青木直子,https://www.aozora.gr.jp/cards/000035/files/2277_ruby_4166.zip,11/1/2005,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000035/files/2277_15069.html,11/1/2005,ShiftJIS,JIS X 0208,1
052678,「惜別」の意図,「せきべつ」のいと,せきへつのいと,,,,,NDC 914,旧字旧仮名,なし,12/17/2011,9/16/2014,https://www.aozora.gr.jp/cards/000035/card52678.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集11,筑摩書房,1999（平成11）年3月25日,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷,,,,,,,,,,,,小林繁雄,阿部哲也,https://www.aozora.gr.jp/cards/000035/files/52678_txt_45405.zip,10/11/2011,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/52678_45485.html,10/11/2011,ShiftJIS,JIS X 0208,0
052345,先生三人,せんせいさんにん,せんせいさんにん,,,,「文藝通信　第四巻第十一号」1936（昭和11）年11月1日,NDC 914,旧字旧仮名,なし,12/17/2011,9/16/2014,https://www.aozora.gr.jp/cards/000035/card52345.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集11,筑摩書房,1999（平成11）年3月25日,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷,,,,,,,,,,,,小林繁雄,阿部哲也,https://www.aozora.gr.jp/cards/000035/files/52345_ruby_45396.zip,10/11/2011,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/52345_45486.html,10/11/2011,ShiftJIS,JIS X 0208,0
002278,善蔵を思う,ぜんぞうをおもう,せんそうをおもう,,,,,NDC 913,新字新仮名,なし,1/16/2000,9/17/2014,https://www.aozora.gr.jp/cards/000035/card2278.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集3,ちくま文庫、筑摩書房,1988（昭和63）年10月25日,,,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月刊行,,,,,,,,,柴田卓治,小林繁雄,https://www.aozora.gr.jp/cards/000035/files/2278_ruby_20021.zip,10/26/2005,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/2278_20022.html,10/26/2005,ShiftJIS,JIS X 0208,0
042369,創作余談,そうさくよだん,そうさくよたん,,,,,NDC 914,新字新仮名,なし,7/14/2004,9/18/2014,https://www.aozora.gr.jp/cards/000035/card42369.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,もの思う葦,新潮文庫、新潮社,1980（昭和55）年9月25日,1998（平成10）年10月15日39刷,1980（昭和55）年11月15日3刷,,,,,,,,,,,,蒋龍,今井忠夫,https://www.aozora.gr.jp/cards/000035/files/42369_ruby_15863.zip,6/16/2004,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/42369_15879.html,6/16/2004,ShiftJIS,JIS X 0208,0
002279,創生記,そうせいき,そうせいき,,,,,NDC 913,新字新仮名,なし,7/30/1999,9/17/2014,https://www.aozora.gr.jp/cards/000035/card2279.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集2,ちくま文庫、筑摩書房,1988（昭和63）年9月27日,1988（昭和63）年9月27日第1刷,,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月,,,,,,,,,柴田卓治,小林繁雄,https://www.aozora.gr.jp/cards/000035/files/2279_ruby_2241.zip,3/4/2004,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/2279_15070.html,3/4/2004,ShiftJIS,JIS X 0208,0
002280,俗天使,ぞくてんし,そくてんし,,,,,NDC 913,新字新仮名,なし,11/10/1999,9/17/2014,https://www.aozora.gr.jp/cards/000035/card2280.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集3,ちくま文庫、筑摩書房,1988（昭和63）年10月25日,1988（昭和63）年10月25日第1刷,,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月,,,,,,,,,柴田卓治,小林繁雄,https://www.aozora.gr.jp/cards/000035/files/2280_ruby_2731.zip,3/4/2004,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/2280_15071.html,3/4/2004,ShiftJIS,JIS X 0208,0
052463,大恩は語らず,だいおんはかたらず,たいおんはかたらす,,,,「文章倶樂部　第六巻第七号」1954（昭和29）年7月1日,NDC 914,旧字旧仮名,なし,12/17/2011,9/16/2014,https://www.aozora.gr.jp/cards/000035/card52463.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集11,筑摩書房,1999（平成11）年3月25日,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷,,,,,,,,,,,,小林繁雄,阿部哲也,https://www.aozora.gr.jp/cards/000035/files/52463_ruby_45397.zip,10/11/2011,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/52463_45487.html,10/11/2011,ShiftJIS,JIS X 0208,0
001575,ダス・ゲマイネ,ダス・ゲマイネ,たすけまいね,,,,「文藝春秋　第十三巻第十号」1935（昭和10）年10月1日,NDC 913,旧字旧仮名,なし,1/29/2007,2/23/2016,https://www.aozora.gr.jp/cards/000035/card1575.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集2,筑摩書房,1998（平成10）年5月25日,1998（平成10）年5月25日初版第1刷,　,虚構の彷徨　ダス・ゲマイネ,新選純文学叢書、新潮社,1937（昭和12）年6月1日,,,,,,,,,土屋隆,増山一光,https://www.aozora.gr.jp/cards/000035/files/1575_ruby_24932.zip,2/23/2016,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000035/files/1575_25536.html,2/23/2016,ShiftJIS,JIS X 0208,2
042945,ダス・ゲマイネ,ダス・ゲマイネ,たすけまいね,,,,「文藝春秋」1935（昭和10）年10月,NDC 913,新字新仮名,なし,3/4/2004,9/18/2014,https://www.aozora.gr.jp/cards/000035/card42945.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,走れメロス,新潮文庫、新潮社,1967（昭和42）年7月10日、1985（昭和60）年9月15日40刷改版,1989（平成元）年6月10日50刷,,,,,,,,,,,,,野口英司,八巻美恵,https://www.aozora.gr.jp/cards/000035/files/42945_ruby_14903.zip,2/23/2004,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/42945_14904.html,2/23/2004,ShiftJIS,JIS X 0208,0
002281,たずねびと,たずねびと,たすねひと,,,,,NDC 913,新字新仮名,なし,4/19/2000,9/17/2014,https://www.aozora.gr.jp/cards/000035/card2281.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集8,ちくま文庫、筑摩書房,1989（平成元）年4月25日,,1998（平成10）年1月20日第2刷,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月刊行,,,,,,,,,柴田卓治,石川友子,https://www.aozora.gr.jp/cards/000035/files/2281_ruby_20146.zip,11/2/2005,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000035/files/2281_20147.html,11/2/2005,ShiftJIS,JIS X 0208,0
042370,多頭蛇哲学,たとうじゃてつがく,たとうしやてつかく,,,,,NDC 914,新字新仮名,なし,7/14/2004,9/18/2014,https://www.aozora.gr.jp/cards/000035/card42370.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,もの思う葦,新潮文庫、新潮社,1980（昭和55）年9月25日,1998（平成10）年10月15日39刷,1980（昭和55）年11月15日3刷,,,,,,,,,,,,蒋龍,今井忠夫,https://www.aozora.gr.jp/cards/000035/files/42370_ruby_15864.zip,6/16/2004,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/42370_15880.html,6/16/2004,ShiftJIS,JIS X 0208,0
054182,田中君に就いて,たなかくんについて,たなかくんについて,――田中英光著『オリムポスの果実』序,――たなかひでみつちょ『オリムポスのかじつ』じょ,,「オリンポスの果實」高山書院、1940（昭和15）年12月15日,NDC 913 914,旧字旧仮名,なし,2/26/2012,9/16/2014,https://www.aozora.gr.jp/cards/000035/card54182.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集11,筑摩書房,1999（平成11）年3月25日,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷,,,,,,,,,,,,小林繁雄,阿部哲也,https://www.aozora.gr.jp/cards/000035/files/54182_txt_45786.zip,1/7/2012,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/54182_46732.html,1/7/2012,ShiftJIS,JIS X 0208,0
000251,誰,だれ,たれ,,,,「知性」1941（昭和16）年12月,NDC 913,新字新仮名,なし,3/27/2000,9/17/2014,https://www.aozora.gr.jp/cards/000035/card251.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集4,ちくま文庫、筑摩書房,1988（昭和63）年12月1日,1988（昭和63）年12月1日第1刷,,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月,,,,,,,,,柴田卓治,もりみつじゅんじ,https://www.aozora.gr.jp/cards/000035/files/251_ruby_3560.zip,3/4/2004,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/251_15072.html,3/4/2004,ShiftJIS,JIS X 0208,0
000252,誰も知らぬ,だれもしらぬ,たれもしらぬ,,,,「若草」1940（昭和15）年4月,NDC 913,新字新仮名,なし,12/20/1999,9/17/2014,https://www.aozora.gr.jp/cards/000035/card252.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集3,ちくま文庫、筑摩書房,1988（昭和63）年10月25日,,,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月刊行,,,,,,,,,柴田卓治,小林繁雄,https://www.aozora.gr.jp/cards/000035/files/252_ruby_20023.zip,10/26/2005,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/252_20024.html,10/26/2005,ShiftJIS,JIS X 0208,0
000249,断崖の錯覚,だんがいのさっかく,たんかいのさつかく,,,,「文化公論　第四巻第四号」1934（昭和9）年4月1日,NDC 913,新字新仮名,なし,4/19/2000,7/12/2016,https://www.aozora.gr.jp/cards/000035/card249.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集10,ちくま文庫、筑摩書房,1989（平成元）年6月27日,1989（平成元）年6月27日第1刷,1998（平成10）年6月15日第4刷,,,,,,,,,,,,柴田卓治,石川友子,https://www.aozora.gr.jp/cards/000035/files/249_ruby_3658.zip,7/12/2016,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000035/files/249_15073.html,7/12/2016,ShiftJIS,JIS X 0208,1
052377,檀君の近業について,だんくんのきんぎょうについて,たんくんのきんきようについて,,,,「日本浪曼派　第三巻第七号」1937（昭和12）年9月1日,NDC 914,旧字旧仮名,なし,12/17/2011,9/16/2014,https://www.aozora.gr.jp/cards/000035/card52377.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集11,筑摩書房,1999（平成11）年3月25日,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷,,,,,,,,,,,,小林繁雄,阿部哲也,https://www.aozora.gr.jp/cards/000035/files/52377_txt_45398.zip,10/11/2011,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/52377_45488.html,10/11/2011,ShiftJIS,JIS X 0208,0
000250,男女同権,だんじょどうけん,たんしよとうけん,,,,「改造」1946（昭和21）年12月,NDC 913,新字新仮名,なし,4/19/2000,9/17/2014,https://www.aozora.gr.jp/cards/000035/card250.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集8,ちくま文庫、筑摩書房,1989（平成元）年4月25日,,1998（平成10）年1月20日第2刷,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月刊行,,,,,,,,,柴田卓治,石川友子,https://www.aozora.gr.jp/cards/000035/files/250_ruby_20148.zip,11/2/2005,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/250_20149.html,11/2/2005,ShiftJIS,JIS X 0208,0
000237,小さいアルバム,ちいさいアルバム,ちいさいあるはむ,,,,「新潮」1942（昭和17）年7月,NDC 913,新字新仮名,なし,4/13/2000,9/17/2014,https://www.aozora.gr.jp/cards/000035/card237.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集5,ちくま文庫、筑摩書房,1989（昭和64）年1月31日,,1998（平成10）年4月1日第2刷,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月刊行,,,,,,,,,柴田卓治,夏海,https://www.aozora.gr.jp/cards/000035/files/237_ruby_20059.zip,10/29/2005,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/237_20060.html,10/29/2005,ShiftJIS,JIS X 0208,0
000247,地球図,ちきゅうず,ちきゆうす,,,,「新潮　第三十二年第十二号」1935（昭和10）年12月1日,NDC 913,新字新仮名,なし,6/23/1999,9/17/2014,https://www.aozora.gr.jp/cards/000035/card247.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集1,ちくま文庫、筑摩書房,1988（昭和63）年8月30日,,1998（平成10）年6月15日第5刷,筑摩全集類聚版太宰治全集第一卷,筑摩書房,1975（昭和50）年6月20日初版第1刷,,,,,,,,,柴田卓治,すずきともひろ,https://www.aozora.gr.jp/cards/000035/files/247_ruby_19980.zip,6/27/2014,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000035/files/247_19981.html,6/27/2014,ShiftJIS,JIS X 0208,2
054168,「地球図」序,「ちきゅうず」じょ,ちきゆうすしよ,,,,「新潮　第三十二年第十二号」1935（昭和10）年12月1日,NDC 913 914,旧字旧仮名,なし,3/3/2012,9/16/2014,https://www.aozora.gr.jp/cards/000035/card54168.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集11,筑摩書房,1999（平成11）年3月25日,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷,,,,,,,,,,,,小林繁雄,阿部哲也,https://www.aozora.gr.jp/cards/000035/files/54168_txt_45778.zip,1/7/2012,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/54168_46733.html,1/7/2012,ShiftJIS,JIS X 0208,0
000246,畜犬談,ちくけんだん,ちくけんたん,―伊馬鵜平君に与える―,―いまうへいくんにあたえる―,,「文学者」1939（昭和14）年8月,NDC 913,新字新仮名,なし,4/12/1999,9/17/2014,https://www.aozora.gr.jp/cards/000035/card246.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,日本文学全集70　太宰治集,集英社,1972（昭和47）年3月,,,,,,,,,,,,,,網迫,田尻幹二,https://www.aozora.gr.jp/cards/000035/files/246_ruby_1636.zip,3/6/2009,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000035/files/246_34649.html,3/6/2009,ShiftJIS,JIS X 0208,0
001047,竹青,ちくせい,ちくせい,,,,,NDC 913,新字新仮名,なし,9/19/2000,9/17/2014,https://www.aozora.gr.jp/cards/000035/card1047.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集6,ちくま文庫、筑摩書房,1989（平成元）年2月28日,,1996（平成8）年7月15日第2刷,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月刊行,,,,,,,,,柴田卓治,山本奈津恵,https://www.aozora.gr.jp/cards/000035/files/1047_ruby_20129.zip,11/1/2005,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000035/files/1047_20130.html,11/1/2005,ShiftJIS,JIS X 0208,1
005005,地図,ちず,ちす,,,,,NDC 914,新字旧仮名,なし,1/7/2004,9/18/2014,https://www.aozora.gr.jp/cards/000035/card5005.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,日本の名随筆　別巻46　地図,作品社,1994（平成6）年12月25日,1994（平成6）年12月25日第1刷,1994（平成6）年12月25日第1刷,太宰治全集　第一二巻,筑摩書房,1977（昭和52）年11月,,,,,,,,,ブラン,土屋隆,https://www.aozora.gr.jp/cards/000035/files/5005_txt_14135.zip,12/30/2003,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000035/files/5005_14047.html,12/14/2003,ShiftJIS,JIS X 0208,0
000245,父,ちち,ちち,,,,「人間」1947（昭和22）年4月,NDC 913,新字新仮名,なし,1/23/2000,9/17/2014,https://www.aozora.gr.jp/cards/000035/card245.html,000035,太宰,治,だざい,おさむ,たさい,おさむ,Dazai,Osamu,著者,6/19/1909,6/13/1948,なし,太宰治全集9,ちくま文庫、筑摩書房,1989（平成元）年5月30日,,1998（平成10）年6月15日第5刷,筑摩全集類聚版太宰治全集,筑摩書房,1975（昭和50）年6月～1976（昭和51）年6月刊行,,,,,,,,,柴田卓治,かとうかおり,https://www.aozora.gr.jp/cards/000035/files/245_ruby_20185.zip,11/6/2005,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000035/files/245_20186.html,11/6/2005,ShiftJIS,JIS X 0208,0
